Epoch,Time,Score,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Sigma_Power,Delta_Ratio,Theta_Ratio,Alpha_Ratio,Beta_Ratio,Gamma_Ratio,Sigma_Ratio,date.time,meanRR,SDRR
411,2:49:09,N3,199.8571,12.76803,2.406251,1.534396,0.242966,3.940648,0.876024,0.089439,0.019994,0.012488,0.002055,0.032482,2019-11-22 02:49:09,1050.33276609154,0.346133511120631
412,2:49:39,N3,117.2282,8.602485,2.104962,1.457957,0.258016,3.562919,0.853706,0.095656,0.028582,0.018792,0.003263,0.047374,2019-11-22 02:49:39,1049.14359326003,0.346133511120629
413,2:50:09,N3,121.3891,11.61871,2.051649,1.445102,0.243902,3.496751,0.807867,0.138706,0.028534,0.020761,0.004133,0.049295,2019-11-22 02:50:09,1047.95442042852,0.346133511120622
414,2:50:39,N3,171.7417,12.51801,2.443663,1.545502,0.205529,3.989165,0.873951,0.096289,0.017583,0.010644,0.001533,0.028227,2019-11-22 02:50:39,1046.76524759701,0.346133511120627
415,2:51:09,N3,198.934,11.09267,2.123317,1.504239,0.264304,3.627556,0.88687,0.073077,0.023762,0.013875,0.002416,0.037636,2019-11-22 02:51:09,1045.57607476551,0.346133511120639
416,2:51:39,N3,142.8916,8.11551,1.946141,1.410877,0.246553,3.357018,0.834846,0.10213,0.032142,0.025724,0.005159,0.057866,2019-11-22 02:51:39,1044.386901934,0.346133511120634
417,2:52:09,N3,169.372,9.166647,2.347347,1.543422,0.28682,3.890769,0.892594,0.066402,0.020129,0.017228,0.003647,0.037357,2019-11-22 02:52:09,1043.19772910249,0.346133511120631
418,2:52:39,N3,180.3372,11.40225,1.51881,1.387774,0.24674,2.906584,0.859645,0.102414,0.019724,0.015501,0.002716,0.035225,2019-11-22 02:52:39,1042.00855627098,0.346133511120626
419,2:53:09,N3,142.6949,9.123316,1.436332,1.256933,0.29171,2.693265,0.843964,0.108953,0.019539,0.021803,0.005742,0.041342,2019-11-22 02:53:09,1040.81938343948,0.346133511120626
420,2:53:39,N3,150.6199,8.864972,2.735941,1.349653,0.242549,4.085594,0.847081,0.100384,0.033168,0.016751,0.002616,0.049919,2019-11-22 02:53:39,1039.63021060797,0.346133511120629
421,2:54:09,N3,141.4441,13.9047,1.872902,1.29435,0.19877,3.167252,0.840088,0.11917,0.023288,0.014876,0.002578,0.038164,2019-11-22 02:54:09,1038.44103777646,0.346133511120635
422,2:54:39,N3,187.0148,11.8341,1.871131,1.152135,0.226786,3.023266,0.885699,0.082154,0.017552,0.011574,0.003021,0.029126,2019-11-22 02:54:39,1037.25186494496,0.346133511120633
423,2:55:09,N3,130.9457,9.012727,2.258452,1.15523,0.201534,3.413682,0.872507,0.081818,0.027601,0.015372,0.002702,0.042974,2019-11-22 02:55:09,1036.06269211345,0.346133511120631
424,2:55:39,N3,180.3796,8.554361,1.863539,0.968086,0.250177,2.831625,0.90086,0.068108,0.018255,0.010452,0.002325,0.028707,2019-11-22 02:55:39,1034.87351928194,0.346133511120622
425,2:56:09,N3,144.1088,6.077673,2.84975,1.146292,0.212232,3.996042,0.879858,0.064565,0.038892,0.013965,0.002719,0.052858,2019-11-22 02:56:09,1033.68434645043,0.346133511120631
426,2:56:39,N3,132.2896,9.496831,2.573563,1.350795,0.214704,3.924358,0.857247,0.096493,0.028104,0.015615,0.002541,0.043719,2019-11-22 02:56:39,1032.49517361893,0.346133511120632
427,2:57:09,N3,165.6962,7.483444,1.731559,1.34817,0.22438,3.079728,0.889905,0.074727,0.017097,0.01583,0.002441,0.032927,2019-11-22 02:57:09,1031.30600078742,0.346133511120631
428,2:57:39,N3,252.2602,10.60852,2.364414,6.367307,2.780287,8.731722,0.892772,0.052461,0.011371,0.02887,0.014525,0.040241,2019-11-22 02:57:39,1030.11682795591,0.346133511120628
429,2:58:09,N2,104.5222,6.879157,2.074311,3.159488,0.457995,5.233799,0.837795,0.089423,0.027369,0.039645,0.005767,0.067014,2019-11-22 02:58:09,1028.9276551244,0.346133511120625
430,2:58:39,N2,71.32185,4.913355,2.314043,4.652826,1.094029,6.966869,0.770497,0.104766,0.038037,0.070051,0.016649,0.108088,2019-11-22 02:58:39,1027.7384822929,0.346133511120628
431,2:59:09,N2,34.06698,2.995171,1.615103,1.608608,0.327858,3.223711,0.763273,0.108869,0.049997,0.060841,0.017021,0.110838,2019-11-22 02:59:09,1026.54930946139,0.346133511120633
432,2:59:39,N2,68.42674,6.256877,3.913986,2.060888,0.408257,5.974874,0.708196,0.147311,0.076904,0.055509,0.01208,0.132413,2019-11-22 02:59:39,1025.36013662988,0.346133511120636
433,3:00:09,N2,48.56103,4.818984,2.451163,1.80121,0.441009,4.252373,0.696714,0.14157,0.074601,0.068363,0.018753,0.142964,2019-11-22 03:00:09,1024.17096379838,0.346133511120626
434,3:00:39,N2,44.21996,5.810775,3.109802,2.200644,0.30211,5.310446,0.669296,0.162606,0.080053,0.074229,0.013816,0.154282,2019-11-22 03:00:39,1022.98179096687,0.34613351112063
435,3:01:09,N2,32.64053,5.746077,2.38045,1.61162,0.269193,3.99207,0.676741,0.157217,0.081304,0.070765,0.013974,0.152068,2019-11-22 03:01:09,1021.79261813536,0.346133511120627
436,3:01:39,N2,54.45142,6.829741,5.151825,2.62937,0.320185,7.781195,0.696739,0.176662,0.064361,0.052947,0.009291,0.117309,2019-11-22 03:01:39,1020.60344530385,0.346133511120628
437,3:02:09,N2,21.0468,3.400928,2.211756,1.819545,0.217096,4.031301,0.670582,0.139257,0.094172,0.084403,0.011586,0.178575,2019-11-22 03:02:09,1019.41427247235,0.34613351112063
438,3:02:39,N2,32.60939,7.79333,3.859337,4.431216,0.212667,8.290553,0.634617,0.174479,0.083798,0.098407,0.008699,0.182205,2019-11-22 03:02:39,1018.22509964084,0.34613351112063
439,3:03:09,N2,62.89839,7.29455,2.524858,3.120657,0.268028,5.645515,0.714584,0.140191,0.053626,0.084612,0.006987,0.138238,2019-11-22 03:03:09,1017.03592680933,0.34613351112063
440,3:03:39,R,46.7319,4.338369,0.905691,1.806091,0.173213,2.711782,0.720004,0.155515,0.038954,0.07723,0.008298,0.116183,2019-11-22 03:03:39,1015.84675397782,0.346133511120631
441,3:04:09,R,16.8874,4.735506,0.730912,1.361009,0.162823,2.091921,0.647246,0.217658,0.043274,0.082606,0.009217,0.12588,2019-11-22 03:04:09,1014.65758114632,0.346133511120629
442,3:04:39,R,18.90438,4.287714,1.124501,1.44847,0.131395,2.572971,0.626624,0.207876,0.067419,0.090142,0.007939,0.157561,2019-11-22 03:04:39,1013.46840831481,0.346133511120629
443,3:05:09,R,15.36846,3.459545,1.240175,1.426124,0.142671,2.666299,0.6348,0.192858,0.07692,0.086064,0.009358,0.162984,2019-11-22 03:05:09,1012.2792354833,0.346133511120629
444,3:05:39,R,35.89048,3.74818,1.100456,1.462644,0.14171,2.5631,0.629791,0.179293,0.073961,0.107418,0.009537,0.18138,2019-11-22 03:05:39,1011.09006265179,0.34613351112063
445,3:06:09,R,35.95764,5.27946,1.439213,1.470974,0.150407,2.910187,0.639669,0.20313,0.07186,0.077463,0.007878,0.149323,2019-11-22 03:06:09,1009.90088982029,0.346133511120629
446,3:06:39,R,18.33182,3.614985,1.143114,1.283991,0.122787,2.427105,0.657572,0.172753,0.079974,0.081758,0.007944,0.161731,2019-11-22 03:06:39,1008.71171698878,0.346133511120629
447,3:07:09,R,14.24341,4.00006,1.039683,1.230329,0.133411,2.270012,0.610017,0.225592,0.067911,0.086587,0.009894,0.154498,2019-11-22 03:07:09,1007.52254415727,0.346133511120628
448,3:07:39,R,9.119656,1.861252,0.766241,1.142733,0.150525,1.908974,0.613939,0.168251,0.081113,0.119219,0.017478,0.200332,2019-11-22 03:07:39,1006.33337132577,0.346133511120631
449,3:08:09,R,19.91927,4.520338,1.13004,1.659506,0.145063,2.789546,0.626253,0.219063,0.056275,0.089221,0.009188,0.145496,2019-11-22 03:08:09,1005.14419849426,0.346133511120626
450,3:08:39,R,15.44862,2.30473,0.689876,1.460806,0.128036,2.150681,0.703581,0.137946,0.048816,0.100246,0.009411,0.149062,2019-11-22 03:08:39,1003.95502566275,0.346133511120627
451,3:09:09,R,28.52137,4.336682,0.987458,1.248244,0.142689,2.235703,0.66388,0.190813,0.057882,0.078291,0.009134,0.136173,2019-11-22 03:09:09,1002.76585283124,0.346133511120629
452,3:09:39,R,35.99015,3.30545,0.783099,1.381428,0.150022,2.164526,0.720124,0.146858,0.043406,0.080366,0.009246,0.123772,2019-11-22 03:09:39,1001.57667999974,0.346133511120626
453,3:10:09,R,15.96396,4.897854,1.166109,1.566229,0.170258,2.732338,0.5978,0.239968,0.067263,0.085112,0.009857,0.152375,2019-11-22 03:10:09,1000.38750716823,0.346133511120628
454,3:10:39,R,29.50292,4.633662,1.738173,1.454147,0.15343,3.19232,0.688444,0.163252,0.076564,0.064412,0.007328,0.140976,2019-11-22 03:10:39,999.198334336722,0.346133511120631
455,3:11:09,R,18.82113,5.173401,1.792787,1.343829,0.204684,3.136616,0.609311,0.226129,0.089985,0.064393,0.010182,0.154378,2019-11-22 03:11:09,998.009161505214,0.346133511120629
456,3:11:39,R,10.9243,2.315092,0.894347,1.526525,0.240715,2.420872,0.586457,0.192608,0.071074,0.131275,0.018585,0.202349,2019-11-22 03:11:39,996.819988673707,0.346133511120633
457,3:12:09,R,14.21103,3.836812,1.270979,1.292588,0.153601,2.563568,0.588325,0.21198,0.08791,0.101746,0.010039,0.189656,2019-11-22 03:12:09,995.6308158422,0.346133511120631
458,3:12:39,R,8.078008,3.429431,1.445929,1.072876,0.154985,2.518805,0.516689,0.24284,0.119864,0.107438,0.013169,0.227302,2019-11-22 03:12:39,994.441643010693,0.34613351112063
459,3:13:09,R,58.00436,5.442091,1.105094,1.249857,0.175447,2.354951,0.614433,0.203304,0.056852,0.110919,0.014492,0.167772,2019-11-22 03:13:09,993.252470179185,0.34613351112063
460,3:13:39,R,13.97682,3.425119,0.916659,1.192119,0.163214,2.108778,0.604931,0.201565,0.072333,0.108756,0.012416,0.181089,2019-11-22 03:13:39,992.063297347678,0.346133511120625
461,3:14:09,R,21.5686,3.100639,1.045073,1.169403,0.147695,2.214476,0.68246,0.166423,0.06021,0.080435,0.010472,0.140645,2019-11-22 03:14:09,990.874124516171,0.346133511120633
462,3:14:39,R,33.89444,3.57153,1.011601,1.215594,0.190228,2.227195,0.663609,0.137836,0.079554,0.105068,0.013932,0.184622,2019-11-22 03:14:39,989.684951684663,0.34613351112063
463,3:15:09,R,31.90406,4.238271,1.156321,1.478952,0.143565,2.635273,0.690446,0.168091,0.054021,0.079788,0.007655,0.133808,2019-11-22 03:15:09,988.495778853156,0.346133511120625
464,3:15:39,R,9.975692,2.866487,1.181494,1.311103,0.139572,2.492597,0.574284,0.190151,0.093882,0.128394,0.013289,0.222276,2019-11-22 03:15:39,987.306606021649,0.346133511120632
465,3:16:09,R,5.82592,2.028061,0.818302,1.704025,0.141381,2.522326,0.518377,0.194819,0.088127,0.18186,0.016817,0.269988,2019-11-22 03:16:09,986.117433190141,0.34613351112063
466,3:16:39,R,29.36348,2.067138,0.906305,3.311312,0.724242,4.217618,0.560483,0.163495,0.077598,0.169714,0.02871,0.247312,2019-11-22 03:16:39,984.928260358634,0.346133511120626
467,3:17:09,R,7.473853,1.875193,0.792995,1.080022,0.143625,1.873017,0.576364,0.187581,0.087672,0.131999,0.016385,0.219671,2019-11-22 03:17:09,983.739087527127,0.346133511120629
468,3:17:39,R,7.293414,1.72398,0.598404,1.538347,0.148425,2.13675,0.585015,0.167657,0.058208,0.170818,0.018301,0.229026,2019-11-22 03:17:39,982.54991469562,0.346133511120628
469,3:18:09,R,8.429379,2.661716,0.686948,1.81646,0.154192,2.503407,0.548867,0.212756,0.061854,0.161101,0.015421,0.222956,2019-11-22 03:18:09,981.360741864112,0.346133511120628
470,3:18:39,R,12.76048,3.16092,0.993881,1.492875,0.162089,2.486756,0.618251,0.189596,0.072087,0.107761,0.012306,0.179848,2019-11-22 03:18:39,980.171569032605,0.346133511120632
471,3:19:09,R,7.670113,1.637883,0.683314,1.642542,0.15563,2.325856,0.547397,0.166547,0.084627,0.183611,0.017819,0.268238,2019-11-22 03:19:09,978.982396201098,0.346133511120628
472,3:19:39,R,22.7846,2.955129,0.913623,1.23415,0.153725,2.147773,0.67266,0.17617,0.057335,0.083734,0.010101,0.141069,2019-11-22 03:19:39,977.79322336959,0.346133511120631
473,3:20:09,R,7.452159,2.221674,0.714863,1.623669,0.14934,2.338532,0.549312,0.192036,0.07632,0.166788,0.015544,0.243108,2019-11-22 03:20:09,976.604050538083,0.346133511120635
474,3:20:39,R,23.18735,4.036718,1.131702,1.328348,0.184347,2.46005,0.641189,0.204906,0.061478,0.081716,0.010712,0.143194,2019-11-22 03:20:39,975.414877706576,0.346133511120629
475,3:21:09,R,12.07773,3.40358,1.201425,1.53862,0.131656,2.740045,0.596628,0.208628,0.076525,0.107671,0.010549,0.184196,2019-11-22 03:21:09,974.225704875068,0.346133511120629
476,3:21:39,R,6.003511,1.777433,0.79298,1.386705,0.126165,2.179685,0.550296,0.181792,0.089396,0.163978,0.014538,0.253374,2019-11-22 03:21:39,973.036532043561,0.346133511120631
477,3:22:09,R,8.257343,2.628208,1.01131,1.319961,0.140217,2.33127,0.553819,0.201683,0.091433,0.139476,0.01359,0.230908,2019-11-22 03:22:09,971.847359212054,0.346133511120628
478,3:22:39,R,22.93507,3.233357,0.858868,1.080766,0.14222,1.939634,0.64655,0.172122,0.060532,0.108786,0.012011,0.169318,2019-11-22 03:22:39,970.658186380547,0.34613351112063
479,3:23:09,R,4.955763,2.565571,0.69941,1.205253,0.130621,1.904663,0.488346,0.262883,0.089667,0.143415,0.01569,0.233082,2019-11-22 03:23:09,969.469013549039,0.346133511120631
480,3:23:39,R,10.16677,2.969095,0.964486,1.195891,0.149741,2.160376,0.610152,0.190207,0.080273,0.104614,0.014755,0.184886,2019-11-22 03:23:39,968.279840717532,0.346133511120629
481,3:24:09,R,6.67759,2.604561,0.687348,1.43628,0.141791,2.123628,0.524352,0.241154,0.064788,0.153655,0.01605,0.218443,2019-11-22 03:24:09,967.090667886025,0.346133511120636
482,3:24:39,R,9.895043,1.857009,0.706977,1.584437,0.179004,2.291414,0.625024,0.143633,0.077062,0.137862,0.016419,0.214924,2019-11-22 03:24:39,965.901495054517,0.346133511120632
483,3:25:09,R,11.04274,2.787487,0.930734,1.65851,0.13965,2.589244,0.565028,0.201628,0.082651,0.136757,0.013936,0.219408,2019-11-22 03:25:09,964.71232222301,0.346133511120628
484,3:25:39,R,9.240879,2.274249,0.663611,1.341323,0.152298,2.004935,0.59662,0.195449,0.057235,0.135829,0.014868,0.193064,2019-11-22 03:25:39,963.523149391503,0.34613351112063
485,3:26:09,N2,13.2102,3.118712,0.805651,1.539905,0.118544,2.345556,0.602876,0.216401,0.059723,0.111496,0.009505,0.171218,2019-11-22 03:26:09,962.333976559995,0.346133511120628
486,3:26:39,N2,15.75764,2.841035,0.60339,1.252266,0.14673,1.855656,0.591111,0.226091,0.062212,0.105613,0.014973,0.167825,2019-11-22 03:26:39,961.144803728488,0.346133511120628
487,3:27:09,N2,7.812584,1.764083,0.605043,1.421167,0.142123,2.02621,0.589028,0.180788,0.065826,0.148163,0.016196,0.213988,2019-11-22 03:27:09,959.955630896981,0.346133511120631
488,3:27:39,N2,10.63,1.41188,0.849525,1.449615,0.141871,2.299141,0.644723,0.122099,0.079154,0.138498,0.015527,0.217652,2019-11-22 03:27:39,958.766458065474,0.346133511120627
489,3:28:09,N2,13.35827,3.112082,1.141996,1.874288,0.142249,3.016284,0.632745,0.202682,0.062865,0.090942,0.010765,0.153808,2019-11-22 03:28:09,957.577285233966,0.346133511120632
490,3:28:39,N2,24.53495,2.872405,1.609339,2.421571,0.13132,4.03091,0.606881,0.162052,0.083634,0.135964,0.01147,0.219598,2019-11-22 03:28:39,956.388112402459,0.346133511120634
491,3:29:09,N2,10.94345,2.698397,2.103314,1.64258,0.117949,3.745894,0.611319,0.158652,0.111526,0.109582,0.008922,0.221108,2019-11-22 03:29:09,955.198939570952,0.346133511120624
492,3:29:39,N2,14.06826,2.782657,1.298807,1.602928,0.133365,2.901736,0.583158,0.19893,0.101792,0.104602,0.011518,0.206394,2019-11-22 03:29:39,954.009766739444,0.34613351112063
493,3:30:09,N2,50.31093,4.192752,1.292251,5.419009,1.52249,6.711259,0.637702,0.154872,0.052544,0.13369,0.021192,0.186234,2019-11-22 03:30:09,952.820593907937,0.346133511120629
494,3:30:39,N2,11.32988,2.005023,0.845353,1.063537,0.128647,1.90889,0.686443,0.15493,0.065826,0.082224,0.010578,0.14805,2019-11-22 03:30:39,951.63142107643,0.346133511120624
495,3:31:09,N2,38.21638,3.105836,2.117357,3.959525,0.604916,6.076882,0.666485,0.142757,0.067742,0.106195,0.01682,0.173938,2019-11-22 03:31:09,950.442248244922,0.34613351112063
496,3:31:39,N2,11.91442,2.076837,1.36085,1.486653,0.145607,2.847503,0.660932,0.136011,0.088988,0.103679,0.01039,0.192667,2019-11-22 03:31:39,949.253075413415,0.346133511120629
497,3:32:09,N2,17.93783,2.683071,1.917739,1.753692,0.178831,3.671431,0.610058,0.155364,0.108953,0.11219,0.013435,0.221143,2019-11-22 03:32:09,948.063902581908,0.346133511120627
498,3:32:39,N2,11.29442,2.270036,1.115472,1.287421,0.144316,2.402894,0.628714,0.155779,0.08755,0.113314,0.014643,0.200864,2019-11-22 03:32:39,946.874729750401,0.346133511120633
499,3:33:09,N2,8.88508,2.924726,1.011225,1.449848,0.139143,2.461073,0.552677,0.224984,0.085719,0.124095,0.012524,0.209815,2019-11-22 03:33:09,945.685556918893,0.346133511120627
500,3:33:39,N2,23.99446,3.015159,2.428241,2.567652,0.158179,4.995893,0.603874,0.16834,0.109054,0.107919,0.010813,0.216973,2019-11-22 03:33:39,944.496384087386,0.346133511120629
501,3:34:09,N2,29.02508,3.08456,2.470827,1.532102,0.153265,4.002929,0.652012,0.160155,0.095326,0.081877,0.01063,0.177203,2019-11-22 03:34:09,943.307211255879,0.346133511120629
502,3:34:39,N2,13.50863,2.540486,1.61564,1.266364,0.148633,2.882004,0.621099,0.175799,0.107978,0.084777,0.010348,0.192755,2019-11-22 03:34:39,942.118038424371,0.346133511120626
503,3:35:09,N2,12.91191,2.698059,1.168306,1.298886,0.138511,2.467192,0.625974,0.183105,0.084152,0.095411,0.011358,0.179563,2019-11-22 03:35:09,940.928865592864,0.346133511120632
504,3:35:39,N2,14.6195,2.881573,1.770242,1.510028,0.135286,3.28027,0.639064,0.16308,0.103577,0.085725,0.008555,0.189301,2019-11-22 03:35:39,939.739692761357,0.346133511120629
505,3:36:09,N2,19.10417,3.438566,1.976124,1.248403,0.139066,3.224527,0.666158,0.173131,0.092724,0.060317,0.007671,0.153041,2019-11-22 03:36:09,938.55051992985,0.346133511120628
506,3:36:39,N2,12.09405,2.485331,1.804916,1.446402,0.146085,3.251318,0.631275,0.164163,0.09438,0.098829,0.011353,0.193208,2019-11-22 03:36:39,937.361347098342,0.346133511120642
507,3:37:09,N2,18.03757,3.870373,2.48218,5.077564,0.633074,7.559744,0.559929,0.170311,0.088009,0.161096,0.020654,0.249106,2019-11-22 03:37:09,936.172174266835,0.34613351112063
508,3:37:39,N2,18.56523,3.501451,2.6316,1.483973,0.127327,4.115572,0.626168,0.157338,0.121902,0.084738,0.009854,0.20664,2019-11-22 03:37:39,934.983001435328,0.346133511120613
509,3:38:09,N2,10.69148,3.224657,2.587222,2.057622,0.158156,4.644844,0.542999,0.192585,0.141012,0.11187,0.011534,0.252882,2019-11-22 03:38:09,933.79382860382,0.346133511120637
510,3:38:39,N2,11.69612,2.890249,1.778324,1.182512,0.137575,2.960836,0.599421,0.188756,0.109887,0.089859,0.012076,0.199746,2019-11-22 03:38:39,932.604655772313,0.346133511120635
511,3:39:09,N2,11.68353,3.497225,1.278299,1.322473,0.142589,2.600772,0.570824,0.233986,0.088947,0.094704,0.011539,0.183651,2019-11-22 03:39:09,931.415482940806,0.346133511120612
512,3:39:39,N2,20.44702,2.693693,3.025222,1.471659,0.12536,4.496881,0.615751,0.158369,0.124039,0.092388,0.009453,0.216427,2019-11-22 03:39:39,930.226310109298,0.346133511120634
513,3:40:09,N2,15.52298,2.943239,1.137364,1.279997,0.125202,2.417361,0.664565,0.171883,0.069734,0.084947,0.00887,0.154682,2019-11-22 03:40:09,929.037137277791,0.346133511120643
514,3:40:39,N2,13.61739,3.226218,1.762911,1.295697,0.141532,3.058608,0.627742,0.192779,0.096635,0.073172,0.009673,0.169806,2019-11-22 03:40:39,927.847964446284,0.346133511120621
515,3:41:09,N2,40.98907,5.27497,5.291694,4.151917,0.439145,9.44361,0.64543,0.157892,0.100567,0.085391,0.010721,0.185958,2019-11-22 03:41:09,926.658791614777,0.346133511120625
516,3:41:39,N2,28.41754,7.693827,2.947682,3.214644,0.325117,6.162326,0.691329,0.127297,0.088562,0.084591,0.008223,0.173152,2019-11-22 03:41:39,925.469618783269,0.346133511120645
517,3:42:09,N2,50.21736,7.563592,5.470989,5.286012,0.521305,10.757,0.719545,0.141681,0.06431,0.067048,0.007416,0.131359,2019-11-22 03:42:09,924.280445951762,0.346133511120624
518,3:42:39,N2,13.16339,3.88105,1.628152,1.288566,0.156027,2.916718,0.597587,0.211841,0.09948,0.080098,0.010994,0.179579,2019-11-22 03:42:39,923.091273120255,0.346133511120621
519,3:43:09,N2,13.03536,3.238081,3.30005,1.606304,0.150777,4.906353,0.604401,0.180436,0.119437,0.085676,0.01005,0.205114,2019-11-22 03:43:09,921.902100288747,0.346133511120643
520,3:43:39,N2,20.28778,5.118605,2.430803,1.343182,0.147879,3.773985,0.653962,0.192138,0.074337,0.070422,0.00914,0.14476,2019-11-22 03:43:39,920.71292745724,0.346133511120631
521,3:44:09,N2,14.20041,3.399621,1.723172,1.360796,0.148464,3.083968,0.624364,0.189351,0.095745,0.080468,0.010071,0.176213,2019-11-22 03:44:09,919.523754625733,0.346133511120616
522,3:44:39,N2,14.99009,3.507054,1.601075,1.464876,0.142062,3.065951,0.607075,0.19335,0.090988,0.099561,0.009026,0.190549,2019-11-22 03:44:39,918.334581794225,0.346133511120638
523,3:45:09,N2,39.9776,12.45503,8.425536,4.318874,0.26948,12.74441,0.603642,0.198664,0.105587,0.082544,0.009563,0.188131,2019-11-22 03:45:09,917.145408962718,0.346133511120637
524,3:45:39,N2,12.39674,2.608264,1.553302,1.427702,0.158894,2.981004,0.615727,0.171124,0.107113,0.094831,0.011204,0.201945,2019-11-22 03:45:39,915.956236131211,0.346133511120615
525,3:46:09,N2,18.93589,3.954387,2.922035,1.512912,0.148858,4.434947,0.617653,0.188986,0.105164,0.079067,0.009131,0.184231,2019-11-22 03:46:09,914.767063299704,0.346133511120631
526,3:46:39,N2,11.98086,3.173474,2.235886,1.928395,0.159439,4.164281,0.58475,0.184934,0.101644,0.117113,0.01156,0.218757,2019-11-22 03:46:39,913.577890468196,0.346133511120636
527,3:47:09,N2,25.68544,3.526322,1.988843,1.629126,0.170847,3.617969,0.703367,0.140113,0.072097,0.074587,0.009836,0.146683,2019-11-22 03:47:09,912.388717636689,0.346133511120614
528,3:47:39,N2,12.18697,3.178834,2.054642,1.755864,0.156209,3.810506,0.56871,0.17764,0.128364,0.113891,0.011396,0.242255,2019-11-22 03:47:39,911.199544805182,0.346133511120628
